title,manufacturer,model,year,condition,functionality,price,currency,location,country,dimensions,weight,electrical,description,seller_name,seller_verified,listing_id,category,detail_url,image_url,last_updated
Druckfilter Baker Perkins W2277-S,Baker Perkins,W2277-S,,gebraucht,funktionsfähig,731,EUR,"Bern, Schweiz",Schweiz,,,Spannung: 400V 60Hz,Zu verkaufen: Druckfilter Baker Perkins W2277-S (Baker Perkins W2277-S). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich. Weitere Bilder auf Anfrage.,TechniTrade GmbH,No,80432019,Filter (Lebensmitteltechnik),https://www.maschinensucher.de/baker+perkins-w2277-s/i-80432019,https://cdn.machineseeker.com/img/listings/80432019/1.jpg,07.02.2025
Schlagmaschine Handtmann K-6009i,Handtmann,K-6009i,2013,überholt,voll funktionsfähig,603,EUR,"Hamburg, Deutschland",Deutschland,432 x 683 x 1934 mm,876 kg,,Schlagmaschine Handtmann K-6009i - Handtmann K-6009i. Diese Maschine ist in überholtem Zustand und wurde regelmäßig gewartet. Preis ist VB (Verhandlungsbasis).,IndustriePark Nord,No,97600920,Anschlagmaschinen,https://www.maschinensucher.de/handtmann-k-6009i/i-97600920,https://cdn.machineseeker.com/img/listings/97600920/1.jpg,25.06.2025
Würzepfanne Fristam K 1724E,Fristam,K 1724E,1997,gut (gebraucht),voll funktionsfähig,24.544,EUR,"Berlin, Deutschland",Deutschland,,,,Zu verkaufen: Würzepfanne Fristam K 1724E (Fristam K 1724E). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich.,Techno-Food Systems,Yes,61093576,Brauereianlagen,https://www.maschinensucher.de/fristam-k+1724e/i-61093576,https://cdn.machineseeker.com/img/listings/61093576/1.jpg,09.08.2025
Prozessanlage Eirich D 9298,Eirich,D 9298,1998,gut (gebraucht),voll funktionsfähig,3.729,EUR,"Krakau, Polen",Polen,4951 x 1228 x 2721 mm,15 kg,,Zu verkaufen: Prozessanlage Eirich D 9298 (Eirich D 9298). Die Maschine befindet sich in gut (gebraucht)em Zustand. Besichtigung nach Vereinbarung möglich.,Gastro-Technik Becker,Yes,29861986,Getränkeautomaten,https://www.maschinensucher.de/eirich-d+9298/i-29861986,https://cdn.machineseeker.com/img/listings/29861986/1.jpg,05.08.2026
Konvektomat Zanussi N-7138-M,Zanussi,N-7138-M,2011,überholt,nicht geprüft,648,EUR,"Antwerpen, Belgien",Belgien,2513 x 1567 x 2422 mm,,,Verkauf einer Konvektomat Zanussi N-7138-M vom Hersteller Zanussi. Das Modell N-7138-M ist bekannt für seine Zuverlässigkeit. Zustand: überholt. Maschine kann vor Ort besichtigt werden.,Weber Maschinenhandel,No,83744750,Küchentechnik,https://www.maschinensucher.de/zanussi-n-7138-m/i-83744750,https://cdn.machineseeker.com/img/listings/83744750/1.jpg,09.06.2025
Drehkolbenpumpe Rademaker E 6131HD,Rademaker,E 6131HD,1998,gebraucht,voll funktionsfähig,383,EUR,"Berlin, Deutschland",Deutschland,2055 x 1265 x 420 mm,35 kg,Spannung: 380V 60Hz; Leistung: 3 kW,Zu verkaufen: Drehkolbenpumpe Rademaker E 6131HD (Rademaker E 6131HD). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich. Weitere Bilder auf Anfrage.,Bayerische Maschinenhandel,No,55342573,Pumpen (Lebensmitteltechnik),https://www.maschinensucher.de/rademaker-e+6131hd/i-55342573,https://cdn.machineseeker.com/img/listings/55342573/1.jpg,28.12.2025
Industriemaschine Hosokawa L 4917C,Hosokawa,L 4917C,2012,sehr gut (gebraucht),voll funktionsfähig,1.364,EUR,"Bologna, Italien",Italien,3626 x 2602 x 1944 mm,,,Wir bieten eine Industriemaschine Hosokawa L 4917C der Marke Hosokawa (Modell: L 4917C) an. Zustand: sehr gut (gebraucht). Alle Funktionen geprüft.,ProMach Handels GmbH,No,28797080,Sonstige Lebensmitteltechnik,https://www.maschinensucher.de/hosokawa-l+4917c/i-28797080,https://cdn.machineseeker.com/img/listings/28797080/1.jpg,16.07.2026
Planetenrührer Zeppelin V 5327i,Zeppelin,V 5327i,2015,neuwertig,voll funktionsfähig,9.647,EUR,"Bologna, Italien",Italien,,692 kg,Spannung: 380V 50Hz; Leistung: 4 kW,Zeppelin Typ V 5327i. Planetenrührer Zeppelin V 5327i. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Transport kann organisiert werden.,B&K Maschinenhandel,No,13972158,Anschlagmaschinen,https://www.maschinensucher.de/zeppelin-v+5327i/i-13972158,https://cdn.machineseeker.com/img/listings/13972158/1.jpg,06.12.2024
Verarbeitungsanlage Netzsch C-1432-M,Netzsch,C-1432-M,,gebraucht,voll funktionsfähig,1.498,EUR,"Mailand, Italien",Italien,,16 kg,Spannung: 400V 60Hz; Leistung: 3 kW,Verarbeitungsanlage Netzsch C-1432-M von Netzsch. Modell C-1432-M. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden.,Anlagenbau Schneider,Yes,90694446,Pulverherstellung & Verarbeitung,https://www.maschinensucher.de/netzsch-c-1432-m/i-90694446,https://cdn.machineseeker.com/img/listings/90694446/1.jpg,18.10.2024
Pflugscharmischer Amixon XL-4899E,Amixon,XL-4899E,2003,gut (gebraucht),voll funktionsfähig,19.487,EUR,"London, United Kingdom",United Kingdom,4442 x 2552 x 1875 mm,68 kg,Spannung: 220V 60Hz,Verkauf einer Pflugscharmischer Amixon XL-4899E vom Hersteller Amixon. Das Modell XL-4899E ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht). Maschine kann vor Ort besichtigt werden.,FoodMach International,Yes,64249868,Mischanlagen,https://www.maschinensucher.de/amixon-xl-4899e/i-64249868,https://cdn.machineseeker.com/img/listings/64249868/1.jpg,24.10.2025
Prozessanlage Multivac 5448Pro,Multivac,5448Pro,2011,gut (gebraucht),voll funktionsfähig,28.607,EUR,"München, Deutschland",Deutschland,,2090 kg,Spannung: 380V 60Hz; Leistung: 45 kW,Multivac Typ 5448Pro. Prozessanlage Multivac 5448Pro. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. CE-Kennzeichnung vorhanden.,TechniTrade GmbH,Yes,94906748,Molkereianlagen,https://www.maschinensucher.de/multivac-5448pro/i-94906748,https://cdn.machineseeker.com/img/listings/94906748/1.jpg,25.02.2025
Fertigungsmaschine Fritsch S997Plus,Fritsch,S997Plus,2008,gebraucht,funktionsfähig,6.467,EUR,"Dresden, Deutschland",Deutschland,4421 x 2242 x 1627 mm,1497 kg,,"Gebrauchte Fertigungsmaschine Fritsch S997Plus, Hersteller: Fritsch, Typ: S997Plus. Maschine wurde generalüberholt und ist betriebsbereit.",MaschinenWelt Online,Yes,35337489,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/fritsch-s997plus/i-35337489,https://cdn.machineseeker.com/img/listings/35337489/1.jpg,19.09.2025
Verarbeitungsanlage Haas L 8224Plus,Haas,L 8224Plus,,überholt,voll funktionsfähig,36.618,EUR,"Amsterdam, Niederlande",Niederlande,3023 x 2323 x 2401 mm,2622 kg,Spannung: 230V 60Hz; Leistung: 0.37 kW,Haas Typ L 8224Plus. Verarbeitungsanlage Haas L 8224Plus. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Inbetriebnahme und Schulung möglich.,Industriehandel Schmidt,Yes,95426304,Fettherstellung & Verarbeitung,https://www.maschinensucher.de/haas-l+8224plus/i-95426304,https://cdn.machineseeker.com/img/listings/95426304/1.jpg,28.02.2025
Produktionsmaschine Marel A-5506-L,Marel,A-5506-L,1995,gut (gebraucht),voll funktionsfähig,73.117,EUR,"Frankfurt am Main, Deutschland",Deutschland,,523 kg,Spannung: 220V 50Hz; Leistung: 2.2 kW,Verkauf einer Produktionsmaschine Marel A-5506-L vom Hersteller Marel. Das Modell A-5506-L ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht). Weitere Bilder auf Anfrage.,Pacific Food Machinery,No,6198859,Lagerung & Handhabung,https://www.maschinensucher.de/marel-a-5506-l/i-6198859,https://cdn.machineseeker.com/img/listings/6198859/1.jpg,19.12.2025
Abfüllanlage Alfa Laval K8239-S,Alfa Laval,K8239-S,,gebraucht,voll funktionsfähig,80.289,EUR,"Bern, Schweiz",Schweiz,4944 x 721 x 3261 mm,,,"Gebrauchte Abfüllanlage Alfa Laval K8239-S, Hersteller: Alfa Laval, Typ: K8239-S. Maschine wurde generalüberholt und ist betriebsbereit. Preis ist VB (Verhandlungsbasis).",Nordic Machine Trading,No,60447605,Getränkemaschinen,https://www.maschinensucher.de/alfa+laval-k8239-s/i-60447605,https://cdn.machineseeker.com/img/listings/60447605/1.jpg,04.01.2024
Fertigungsmaschine Alfa Laval V 8750XL,Alfa Laval,V 8750XL,2024,gut (gebraucht),nicht geprüft,36.044,EUR,"Graz, Österreich",Österreich,,,Spannung: 400V 60Hz,Wir bieten eine Fertigungsmaschine Alfa Laval V 8750XL der Marke Alfa Laval (Modell: V 8750XL) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,MaschinenWelt Online,No,50583630,"Kaffee-, Tee- & Tabakmaschinen",https://www.maschinensucher.de/alfa+laval-v+8750xl/i-50583630,https://cdn.machineseeker.com/img/listings/50583630/1.jpg,21.12.2026
Prozessanlage Seepex -3346,Seepex,-3346,1999,gebraucht,,6.386,EUR,"Antwerpen, Belgien",Belgien,457 x 1174 x 3246 mm,3695 kg,Spannung: 480V 50Hz; Leistung: 55 kW,Seepex -3346 - Prozessanlage Seepex -3346. Kategorie: Kartoffelchipsherstellungsmaschinen. Zustand: gebraucht. Sofort verfügbar ab Lager.,EuroMachinery BV,No,11972086,Kartoffelchipsherstellungsmaschinen,https://www.maschinensucher.de/seepex--3346/i-11972086,https://cdn.machineseeker.com/img/listings/11972086/1.jpg,19.06.2026
Fertigungsmaschine Kemper C 8875-L,Kemper,C 8875-L,2022,neu,funktionsfähig,96.097,EUR,"Basel, Schweiz",Schweiz,,972 kg,Spannung: 220V 50Hz,Kemper C 8875-L - Fertigungsmaschine Kemper C 8875-L. Kategorie: Gastronomiemaschinen & -Geräte. Zustand: neu. Sofort verfügbar ab Lager.,ProMach Handels GmbH,Yes,90538470,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/kemper-c+8875-l/i-90538470,https://cdn.machineseeker.com/img/listings/90538470/1.jpg,13.02.2025
Langwirkmaschine Miwe C-5447-S,Miwe,C-5447-S,2025,gebraucht,,110.660,EUR,"Köln, Deutschland",Deutschland,4009 x 2483 x 1606 mm,14558 kg,Spannung: 400V 60Hz; Leistung: 7.5 kW,Wir bieten eine Langwirkmaschine Miwe C-5447-S der Marke Miwe (Modell: C-5447-S) an. Zustand: gebraucht. Alle Funktionen geprüft. Maschine kann vor Ort besichtigt werden.,Lebensmitteltechnik Meier,Yes,64666960,Bäckereimaschinen,https://www.maschinensucher.de/miwe-c-5447-s/i-64666960,https://cdn.machineseeker.com/img/listings/64666960/1.jpg,03.10.2025
Verarbeitungsanlage Waukesha K5094-S,Waukesha,K5094-S,2024,gebraucht,eingeschränkt funktionsfähig,1.957,EUR,"Birmingham, United Kingdom",United Kingdom,1118 x 2359 x 2125 mm,,Spannung: 400V 50Hz; Leistung: 7.5 kW,Zu verkaufen: Verarbeitungsanlage Waukesha K5094-S (Waukesha K5094-S). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich. Weitere Bilder auf Anfrage.,ProMach Handels GmbH,No,20990476,Getränkeautomaten,https://www.maschinensucher.de/waukesha-k5094-s/i-20990476,https://cdn.machineseeker.com/img/listings/20990476/1.jpg,01.04.2024
Prozessanlage Baker Perkins 5209,Baker Perkins,5209,2019,gebraucht,voll funktionsfähig,361,EUR,"Bremen, Deutschland",Deutschland,4304 x 1234 x 909 mm,,Spannung: 400V 50Hz; Leistung: 2.2 kW,Zu verkaufen: Prozessanlage Baker Perkins 5209 (Baker Perkins 5209). Die Maschine befindet sich in gebrauchtem Zustand. Besichtigung nach Vereinbarung möglich.,Industriehandel Schmidt,No,94676345,Fettherstellung & Verarbeitung,https://www.maschinensucher.de/baker+perkins-5209/i-94676345,https://cdn.machineseeker.com/img/listings/94676345/1.jpg,19.09.2025
Industriemaschine Pieralisi 63,Pieralisi,63,2012,gut (gebraucht),voll funktionsfähig,148.065,EUR,"Salzburg, Österreich",Österreich,2218 x 531 x 1877 mm,32 kg,Spannung: 220V 60Hz; Leistung: 1.1 kW,Wir bieten eine Industriemaschine Pieralisi 63 der Marke Pieralisi (Modell: 63) an. Zustand: gut (gebraucht). Alle Funktionen geprüft.,Alpine Technik AG,No,23448359,Labortechnik für Lebensmittel,https://www.maschinensucher.de/pieralisi-63/i-23448359,https://cdn.machineseeker.com/img/listings/23448359/1.jpg,14.05.2024
Prozessanlage Fristam E 6329C,Fristam,E 6329C,2021,neu,eingeschränkt funktionsfähig,Preisinfo,,"Köln, Deutschland",Deutschland,,,,Wir bieten eine Prozessanlage Fristam E 6329C der Marke Fristam (Modell: E 6329C) an. Zustand: neu. Alle Funktionen geprüft. Preis ist VB (Verhandlungsbasis).,Industriehandel Schmidt,Yes,18532246,Mühlen für Lebensmittel,https://www.maschinensucher.de/fristam-e+6329c/i-18532246,https://cdn.machineseeker.com/img/listings/18532246/1.jpg,01.11.2026
Schockfroster SPX Flow P1053XL,SPX Flow,P1053XL,2002,gebraucht,voll funktionsfähig,147.425,EUR,"Bologna, Italien",Italien,3271 x 2639 x 3036 mm,,,Wir bieten eine Schockfroster SPX Flow P1053XL der Marke SPX Flow (Modell: P1053XL) an. Zustand: gebraucht. Alle Funktionen geprüft. Inklusive Dokumentation und Bedienungsanleitung.,IndustriePark Nord,Yes,86323519,Kühlanlagen für Lebensmittel,https://www.maschinensucher.de/spx+flow-p1053xl/i-86323519,https://cdn.machineseeker.com/img/listings/86323519/1.jpg,25.08.2026
Prozessanlage Krones K 3101Pro,Krones,K 3101Pro,1999,gebraucht,funktionsfähig,8.994,EUR,"Bremen, Deutschland",Deutschland,2390 x 2435 x 2730 mm,78 kg,Spannung: 230V 60Hz; Leistung: 15 kW,Krones Typ K 3101Pro. Prozessanlage Krones K 3101Pro. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Süd-Maschinen Handel,No,17903454,Getreideverarbeitung,https://www.maschinensucher.de/krones-k+3101pro/i-17903454,https://cdn.machineseeker.com/img/listings/17903454/1.jpg,19.03.2025
Prozessanlage Alfa Laval A2615E,Alfa Laval,A2615E,2013,gut (gebraucht),voll funktionsfähig,8.846,EUR,"Köln, Deutschland",Deutschland,2887 x 2879 x 1398 mm,,Spannung: 220V 50Hz; Leistung: 2.2 kW,Alfa Laval A2615E - Prozessanlage Alfa Laval A2615E. Kategorie: Fischverarbeitungsmaschinen. Zustand: gut (gebraucht). Sofort verfügbar ab Lager.,TechniTrade GmbH,Yes,46660898,Fischverarbeitungsmaschinen,https://www.maschinensucher.de/alfa+laval-a2615e/i-46660898,https://cdn.machineseeker.com/img/listings/46660898/1.jpg,26.07.2025
Schockfroster Fristam S 2382HD,Fristam,S 2382HD,2016,sehr gut (gebraucht),voll funktionsfähig,1.558,EUR,"Nürnberg, Deutschland",Deutschland,2362 x 1554 x 1811 mm,25 kg,Spannung: 400V 50Hz,Fristam S 2382HD - Schockfroster Fristam S 2382HD. Kategorie: Kühlanlagen für Lebensmittel. Zustand: sehr gut (gebraucht). Sofort verfügbar ab Lager.,Anlagen Center Berlin,Yes,12607836,Kühlanlagen für Lebensmittel,https://www.maschinensucher.de/fristam-s+2382hd/i-12607836,https://cdn.machineseeker.com/img/listings/12607836/1.jpg,02.10.2025
Homogenisator Alfa Laval 1042,Alfa Laval,1042,2021,gebraucht,voll funktionsfähig,8.593,EUR,"Warschau, Polen",Polen,4850 x 2396 x 1191 mm,778 kg,,Alfa Laval 1042 - Homogenisator Alfa Laval 1042. Kategorie: Milch & Milchprodukte. Zustand: gebraucht. Sofort verfügbar ab Lager.,IndustriePark Nord,Yes,62180073,Milch & Milchprodukte,https://www.maschinensucher.de/alfa+laval-1042/i-62180073,https://cdn.machineseeker.com/img/listings/62180073/1.jpg,23.08.2025
Prozessanlage Hiller XL 5381C,Hiller,XL 5381C,2021,neu,voll funktionsfähig,8.364,EUR,"Mailand, Italien",Italien,,5203 kg,,Hiller Typ XL 5381C. Prozessanlage Hiller XL 5381C. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Maschine kann vor Ort besichtigt werden.,Koch Industrietechnik,No,17164273,Getränkeautomaten,https://www.maschinensucher.de/hiller-xl+5381c/i-17164273,https://cdn.machineseeker.com/img/listings/17164273/1.jpg,01.07.2026
Schneidemaschine Hobart K 2350B,Hobart,K 2350B,2010,neuwertig,voll funktionsfähig,23.108,EUR,"Prag, Tschechien",Tschechien,2132 x 2726 x 2159 mm,109 kg,Spannung: 400V 50Hz; Leistung: 1.1 kW,Hobart K 2350B - Schneidemaschine Hobart K 2350B. Kategorie: Küchentechnik. Zustand: neuwertig. Sofort verfügbar ab Lager.,Süd-Maschinen Handel,Yes,30346059,Küchentechnik,https://www.maschinensucher.de/hobart-k+2350b/i-30346059,https://cdn.machineseeker.com/img/listings/30346059/1.jpg,03.01.2026
Rührkochkessel Firex R7785XL,Firex,R7785XL,2013,neuwertig,voll funktionsfähig,126.249,EUR,"Basel, Schweiz",Schweiz,3513 x 849 x 2789 mm,3291 kg,,Zu verkaufen: Rührkochkessel Firex R7785XL (Firex R7785XL). Die Maschine befindet sich in neuwertigem Zustand. Besichtigung nach Vereinbarung möglich. Weitere Bilder auf Anfrage.,Weber Maschinenhandel,Yes,19049554,Kochkessel,https://www.maschinensucher.de/firex-r7785xl/i-19049554,https://cdn.machineseeker.com/img/listings/19049554/1.jpg,04.09.2025
Walzwerk Aasted Z193Plus,Aasted,Z193Plus,2012,gebraucht,voll funktionsfähig,43.973,EUR,"Dresden, Deutschland",Deutschland,2908 x 1572 x 941 mm,514 kg,Spannung: 230V 50Hz,Aasted Z193Plus - Walzwerk Aasted Z193Plus. Kategorie: Süßwarenmaschinen. Zustand: gebraucht. Sofort verfügbar ab Lager. Ersatzteile verfügbar.,ProMach Handels GmbH,Yes,23791199,Süßwarenmaschinen,https://www.maschinensucher.de/aasted-z193plus/i-23791199,https://cdn.machineseeker.com/img/listings/23791199/1.jpg,23.08.2025
Dampfkochkessel Firex K-1088Pro,Firex,K-1088Pro,2026,gut (gebraucht),eingeschränkt funktionsfähig,145.634,EUR,"Bern, Schweiz",Schweiz,,,Spannung: 220V 50Hz; Leistung: 1.5 kW,"Gebrauchte Dampfkochkessel Firex K-1088Pro, Hersteller: Firex, Typ: K-1088Pro. Maschine wurde generalüberholt und ist betriebsbereit. CE-Kennzeichnung vorhanden.",Anlagen Center Berlin,Yes,61880592,Kochkessel,https://www.maschinensucher.de/firex-k-1088pro/i-61880592,https://cdn.machineseeker.com/img/listings/61880592/1.jpg,27.11.2025
Schneidemaschine MKN P 534i,MKN,P 534i,,gebraucht,funktionsfähig,26.113,EUR,"Bielefeld, Deutschland",Deutschland,,2497 kg,Spannung: 480V 60Hz; Leistung: 0.37 kW,Schneidemaschine MKN P 534i von MKN. Modell P 534i. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden.,Dietrich Industrieanlagen,Yes,47052006,Küchentechnik,https://www.maschinensucher.de/mkn-p+534i/i-47052006,https://cdn.machineseeker.com/img/listings/47052006/1.jpg,12.10.2025
Fertigungsmaschine Kemper V3162,Kemper,V3162,2004,sehr gut (gebraucht),,Preisinfo,,"Nürnberg, Deutschland",Deutschland,1672 x 1008 x 776 mm,,,Kemper Typ V3162. Fertigungsmaschine Kemper V3162. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand. Transport kann organisiert werden.,Koch Industrietechnik,No,12400282,Getreideverarbeitung,https://www.maschinensucher.de/kemper-v3162/i-12400282,https://cdn.machineseeker.com/img/listings/12400282/1.jpg,02.04.2025
Planetenrührer Baker Perkins S 5813,Baker Perkins,S 5813,2006,überholt,eingeschränkt funktionsfähig,1.971,EUR,"Antwerpen, Belgien",Belgien,1237 x 2556 x 2732 mm,,Spannung: 230V 60Hz; Leistung: 3 kW,"Gebrauchte Planetenrührer Baker Perkins S 5813, Hersteller: Baker Perkins, Typ: S 5813. Maschine wurde generalüberholt und ist betriebsbereit. Preis ist VB (Verhandlungsbasis).",FoodMach International,Yes,47035830,Anschlagmaschinen,https://www.maschinensucher.de/baker+perkins-s+5813/i-47035830,https://cdn.machineseeker.com/img/listings/47035830/1.jpg,14.02.2025
Fertigungsmaschine Grundfos N 3256XL,Grundfos,N 3256XL,2009,gebraucht,voll funktionsfähig,Preisinfo,,"Kopenhagen, Dänemark",Dänemark,,108 kg,Spannung: 380V 60Hz,Fertigungsmaschine Grundfos N 3256XL von Grundfos. Modell N 3256XL. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden.,Surplus Select BV,Yes,72445334,Pastamaschinen,https://www.maschinensucher.de/grundfos-n+3256xl/i-72445334,https://cdn.machineseeker.com/img/listings/72445334/1.jpg,24.05.2026
Verarbeitungsanlage Lödige M-3843C,Lödige,M-3843C,2015,sehr gut (gebraucht),nicht geprüft,8.957,EUR,"Amsterdam, Niederlande",Niederlande,,12887 kg,,Lödige M-3843C - Verarbeitungsanlage Lödige M-3843C. Kategorie: Ölherstellung. Zustand: sehr gut (gebraucht). Sofort verfügbar ab Lager.,MaschinenWelt Online,Yes,69472090,Ölherstellung,https://www.maschinensucher.de/lödige-m-3843c/i-69472090,https://cdn.machineseeker.com/img/listings/69472090/1.jpg,26.05.2025
Verarbeitungsanlage IKA N1898A,IKA,N1898A,2000,gebraucht,eingeschränkt funktionsfähig,Preisinfo,,"Bremen, Deutschland",Deutschland,,10252 kg,Spannung: 230V 50Hz; Leistung: 0.37 kW,IKA N1898A - Verarbeitungsanlage IKA N1898A. Kategorie: Mengenmaschinen. Zustand: gebraucht. Sofort verfügbar ab Lager.,Anlagen & Maschinen Fischer,No,75596978,Mengenmaschinen,https://www.maschinensucher.de/ika-n1898a/i-75596978,https://cdn.machineseeker.com/img/listings/75596978/1.jpg,26.01.2025
Fertigungsmaschine Hiller X 7038HD,Hiller,X 7038HD,2026,gebraucht,voll funktionsfähig,8.662,EUR,"Barcelona, Spanien",Spanien,,9578 kg,Spannung: 400V 50Hz; Leistung: 5.5 kW,Hiller Typ X 7038HD. Fertigungsmaschine Hiller X 7038HD. Die Anlage wurde professionell gewartet und befindet sich in einem sehr guten Zustand.,Anlagenbau Schneider,No,83870853,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/hiller-x+7038hd/i-83870853,https://cdn.machineseeker.com/img/listings/83870853/1.jpg,10.12.2026
Verarbeitungsanlage Netzsch Z-3458,Netzsch,Z-3458,2016,gut (gebraucht),voll funktionsfähig,29.352,EUR,"Bern, Schweiz",Schweiz,2565 x 1714 x 1741 mm,20 kg,Spannung: 230V 50Hz,Verkauf einer Verarbeitungsanlage Netzsch Z-3458 vom Hersteller Netzsch. Das Modell Z-3458 ist bekannt für seine Zuverlässigkeit. Zustand: gut (gebraucht).,B&K Maschinenhandel,No,71376255,Sonstige Lebensmitteltechnik,https://www.maschinensucher.de/netzsch-z-3458/i-71376255,https://cdn.machineseeker.com/img/listings/71376255/1.jpg,15.10.2025
Verarbeitungsanlage Franz Haas N1646-S,Franz Haas,N1646-S,2021,sehr gut (gebraucht),,40.640,EUR,"Bielefeld, Deutschland",Deutschland,2854 x 515 x 799 mm,,,Verarbeitungsanlage Franz Haas N1646-S von Franz Haas. Modell N1646-S. Zustand: sehr gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden.,MH Maschinenhandel GmbH,Yes,62737844,Gastronomiemaschinen & -Geräte,https://www.maschinensucher.de/franz+haas-n1646-s/i-62737844,https://cdn.machineseeker.com/img/listings/62737844/1.jpg,13.07.2026
Verarbeitungsanlage Grundfos P 7038HD,Grundfos,P 7038HD,2011,gebraucht,nicht geprüft,35.808,EUR,"Salzburg, Österreich",Österreich,4436 x 1711 x 2570 mm,32 kg,Spannung: 220V 50Hz; Leistung: 0.55 kW,Wir bieten eine Verarbeitungsanlage Grundfos P 7038HD der Marke Grundfos (Modell: P 7038HD) an. Zustand: gebraucht. Alle Funktionen geprüft.,TradeMachines International,No,41764356,Lagerung & Handhabung,https://www.maschinensucher.de/grundfos-p+7038hd/i-41764356,https://cdn.machineseeker.com/img/listings/41764356/1.jpg,27.02.2026
Produktionsmaschine Pieralisi W-3426B,Pieralisi,W-3426B,1998,gut (gebraucht),voll funktionsfähig,Preisinfo,,"Graz, Österreich",Österreich,,,Spannung: 230V 60Hz,"Pieralisi W-3426B - Produktionsmaschine Pieralisi W-3426B. Kategorie: Kaffee-, Tee- & Tabakmaschinen. Zustand: gut (gebraucht). Sofort verfügbar ab Lager.",Hansa Industrietechnik,No,18975839,"Kaffee-, Tee- & Tabakmaschinen",https://www.maschinensucher.de/pieralisi-w-3426b/i-18975839,https://cdn.machineseeker.com/img/listings/18975839/1.jpg,05.09.2025
Plattenfilter Dinnissen L 2297A,Dinnissen,L 2297A,2008,sehr gut (gebraucht),voll funktionsfähig,145.553,EUR,"Barcelona, Spanien",Spanien,1033 x 852 x 2844 mm,41 kg,Spannung: 480V 60Hz; Leistung: 0.37 kW,Plattenfilter Dinnissen L 2297A von Dinnissen. Modell L 2297A. Zustand: sehr gut (gebraucht). Maschine ist einsatzbereit und kann sofort geliefert werden. Inbetriebnahme und Schulung möglich.,Industriehandel Schmidt,Yes,72931838,Filter (Lebensmitteltechnik),https://www.maschinensucher.de/dinnissen-l+2297a/i-72931838,https://cdn.machineseeker.com/img/listings/72931838/1.jpg,13.07.2024
Conche Sollich P 7923Plus,Sollich,P 7923Plus,2014,gebraucht,nicht geprüft,351,EUR,"Kopenhagen, Dänemark",Dänemark,3098 x 2809 x 2838 mm,2865 kg,Spannung: 220V 60Hz,Conche Sollich P 7923Plus von Sollich. Modell P 7923Plus. Zustand: gebraucht. Maschine ist einsatzbereit und kann sofort geliefert werden.,Surplus Select BV,No,54455490,Süßwarenmaschinen,https://www.maschinensucher.de/sollich-p+7923plus/i-54455490,https://cdn.machineseeker.com/img/listings/54455490/1.jpg,19.03.2025
Produktionsmaschine Silverson V 5358,Silverson,V 5358,2021,überholt,eingeschränkt funktionsfähig,135.581,EUR,"Bielefeld, Deutschland",Deutschland,,20 kg,,Zu verkaufen: Produktionsmaschine Silverson V 5358 (Silverson V 5358). Die Maschine befindet sich in überholtem Zustand. Besichtigung nach Vereinbarung möglich. Inbetriebnahme und Schulung möglich.,Gebrauchte-Maschinen.de,Yes,60064435,"Kaffee-, Tee- & Tabakmaschinen",https://www.maschinensucher.de/silverson-v+5358/i-60064435,https://cdn.machineseeker.com/img/listings/60064435/1.jpg,11.07.2025
Bandfilter Rademaker Z 4472-M,Rademaker,Z 4472-M,2022,gebraucht,voll funktionsfähig,117.973,EUR,"Hannover, Deutschland",Deutschland,3606 x 2723 x 1623 mm,948 kg,Spannung: 230V 50Hz; Leistung: 37 kW,Bandfilter Rademaker Z 4472-M - Rademaker Z 4472-M. Diese Maschine ist in gebrauchtem Zustand und wurde regelmäßig gewartet. Preis ist VB (Verhandlungsbasis).,Hansa Industrietechnik,No,17879876,Filter (Lebensmitteltechnik),https://www.maschinensucher.de/rademaker-z+4472-m/i-17879876,https://cdn.machineseeker.com/img/listings/17879876/1.jpg,14.06.2026
